Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume(24h),% 1h,% 24h,% 7d
1318,Kalmar,KALM,"$4,512,177",$1.43,3.164.078 KALM *,$578.288,"2,25%","28,45%","19,52%"
1319,TenUp,TUP,"$4,516,692",$0.3158,14.300.413 TUP *,$474.447,"2,40%","-5,39%","1,62%"
1320,bitCNY,BITCNY,"$4,515,797",$0.1599,28.245.600 BITCNY *,$1.274.361,"0,16%","0,32%","-0,36%"
1321,Xfinance,XFI,"$4,514,075",$96.06,46.993 XFI *,$127.006,"0,68%","31,80%","8,13%"
1322,Mobilian Coin,MBN,"$4,501,956",$0.03182,141.494.300 MBN *,$7270,"-0,39%","-1,87%","1,46%"
1323,YUSRA,YUSRA,"$4,502,343",$0.1126,40.000.000 YUSRA *,$15.651,"-0,69%","-1,45%","-11,48%"
1324,DMM: Governance,DMG,"$4,494,722",$0.08959,50.171.667 DMG *,$6.661.153,"-3,22%","13,24%","86,41%"
1325,BitCore,BTX,"$4,488,135",$0.2477,18.116.536 BTX,$456.692,"-0,62%","14,80%","20,05%"
1326,LCMS,LCMS,"$4,465,765",$0.2993,14.922.868 LCMS *,$851.764,"-0,07%","-0,64%","3,41%"
1327,Feathercoin,FTC,"$4,453,168",$0.01882,236.600.238 FTC,$17.324,"-0,08%","-1,19%","-5,46%"
1328,DATA,DTA,"$4,421,240",$0.0003845,11.500.000.000 DTA *,$534.086,"0,30%","-4,22%","2,95%"
1329,Howdoo,UDOO,"$4,406,418",$0.009358,470.860.362 UDOO *,$42.133,"-6,99%","-21,07%","-22,99%"
1330,DePay,DEPAY,"$4,399,935",$2.11,2.086.652 DEPAY *,$63.651,"1,14%","2,52%","6,91%"
1331,DeepOnion,ONION,"$4,392,165",$0.1945,22.586.174 ONION,$317,"0,02%","4,43%","6,62%"
1332,Whiteheart,WHITE,"$4,385,065",$493.37,8888 WHITE *,$60.060,"0,92%","-4,44%","-18,49%"
1333,BLink,BLINK,"$4,364,862",$0.02368,184.347.005 BLINK *,$198.907,"-1,36%","-10,91%","2,72%"
1334,Kryptomon,KMON,"$4,341,483",$0.03158,137.470.151 KMON *,$350.201,"-3,36%","-7,02%","-5,45%"
1335,Neurotoken,NTK,"$4,312,565",$0.05465,78.906.618 NTK *,$1520,"0,01%","-6,00%","16,56%"
1336,Orient Walt,HTDF,"$4,306,068",$0.04633,92.944.196 HTDF *,$215.593,"-0,11%","-1,35%","2,86%"
1337,Vabble,VAB,"$4,301,253",$0.02755,156.122.069 VAB *,$195.075,"0,30%","-7,81%","-4,67%"
1338,Ruff,RUFF,"$4,266,531",$0.004351,980.500.000 RUFF *,$1.203.069,"-0,36%","-5,59%","-10,57%"
1339,Fatcoin,FAT,"$4,258,294",$0.03848,110.655.308 FAT *,$1.739.081,"0,17%","1,59%","1,22%"
1340,Moontography,MTGY,"$4,251,253",$0.009207,461.734.045 MTGY *,$378.322,"-0,19%","-0,27%","-6,80%"
1341,Public Mint,MINT,"$4,239,067",$0.2431,17.437.500 MINT *,$186.273,"-0,17%","-6,93%","-10,89%"
1342,hybrix,HY,"$4,231,388",$1.86,2.275.605 HY *,$?,"0,66%","-1,13%","-2,78%"
1343,Props Token,PROPS,"$4,225,937",$0.01153,366.573.140 PROPS *,$632.250,"3,10%","0,92%","-29,11%"
1344,Nerve Finance,NRV,"$4,225,755",$0.09139,46.237.771 NRV *,$1.033.392,"0,99%","-0,43%","-1,74%"
1345,Innovation Blockchain Payment,IBP,"$4,223,505",$0.02246,188.009.206 IBP *,$66.471,"-0,08%","4,46%","12,98%"
1346,Coldstack,CLS,"$4,222,316",$2.81,1.504.975 CLS *,$219.825,"0,11%","8,58%","-17,65%"
1347,Kawaii Islands,KWT,"$4,218,279",$0.1406,30.000.000 KWT *,$2.309.845,"-1,00%","3,86%","90,36%"
1348,Yield Optimization Platform & Protocol,YOP,"$4,208,287",$0.4192,10.039.116 YOP *,$819.384,"-0,93%","-8,39%","30,59%"
1349,Kcash,KCASH,"$4,180,394",$0.009384,445.499.083 KCASH *,$1.737.924,"0,02%","3,60%","-3,79%"
1350,U Network,UUU,"$4,151,353",$0.0004154,9.994.600.000 UUU *,$381.092,"0,23%","4,03%","-1,09%"
1351,ROCKI,ROCKI,"$4,150,270",$0.5151,8.057.237 ROCKI *,$641.347,"0,66%","6,78%","-1,73%"
1352,Gem Exchange And Trading,GXT,"$4,110,142",$0.09032,45.506.276 GXT *,$483.247,"-0,12%","-5,71%","-16,07%"
1353,2crazyNFT,2CRZ,"$4,106,804",$0.04182,98.213.123 2CRZ *,$706.412,"3,38%","-5,63%","9,73%"
1354,TransferCoin,TX,"$4,070,005",$0.4906,8.296.433 TX *,$?,"-0,08%","-1,19%","0,27%"
1355,DiFy.Finance,YFIII,"$4,057,085",$520.04,7801 YFIII *,$80.748,"0,12%","-5,34%","10,71%"
1356,Integral,ITGR,"$4,046,642",$0.4928,8.211.475 ITGR *,$971.308,"-1,92%","-4,89%","48,32%"
1357,Treat DAO [old],TREAT,"$4,039,158",$4.04,1.000.000 TREAT *,$3934,"-0,14%","2,54%","-10,14%"
1358,Big Digital Shares,BDS,"$4,036,016",$0.08072,50.000.000 BDS *,$134.134,"-0,37%","-2,12%","-26,45%"
1359,XMax,XMX,"$4,033,016",$0.0003021,13.351.185.294 XMX *,$607.572,"0,48%","2,63%","0,70%"
1360,Carbon,CRBN,"$4,032,664",$0.1519,26.550.553 CRBN *,$115.268,"0,44%","-4,71%","2,58%"
1361,Footballcoin,XFC,"$4,027,548",$0.01075,374.660.526 XFC *,$479.218,"0,17%","0,42%","1,72%"
1362,Cat Token,CAT,"$4,025,231",$0.6166,6.527.607 CAT *,$482.215,"0,38%","47,51%","373,39%"
1363,Graviocoin,GIO,"$4,018,083",$0.05571,72.128.521 GIO,$141,"-0,07%","2,09%","0,98%"
1364,Auctus,AUC,"$3,983,068",$0.06994,56.951.330 AUC *,$15.116,"0,72%","2,32%","6,51%"
1365,xSigma,SIG,"$3,977,760",$0.4522,8.795.838 SIG *,$268.807,"0,58%","-3,43%","10,50%"
1366,PRCY Coin,PRCY,"$3,971,301",$0.4684,8.479.255 PRCY,$275.086,"0,62%","-12,00%","-21,73%"
1367,Pluton,PLU,"$3,945,478",$4.63,852.000 PLU *,$341.542,"-0,37%","5,60%","-10,17%"
1368,Elamachain,ELAMA,"$3,915,405",$0.004511,868.029.063 ELAMA *,$804.279,"-0,31%","0,83%","-12,98%"
1369,Smaugs NFT,SMG,"$3,901,579",$0.1115,35.000.000 SMG *,$660.128,"-0,56%","-4,70%","-27,83%"
1370,xSuter,XSUTER,"$3,892,665",$194.63,20.000 XSUTER *,$236.241,"0,02%","9,20%","0,00%"
1371,Stream Protocol,STPL,"$3,887,098",$0.02512,154.712.558 STPL *,$7,"0,41%","0,02%","-8,00%"
1372,Argon,ARGON,"$3,863,471",$0.05444,70.968.781 ARGON *,$873.301,"-0,95%","-13,19%","-19,23%"
1373,Blizzard Network,BLIZZ,"$3,851,937",$7.13,540.000 BLIZZ *,$115.832,"0,65%","10,80%","5,53%"
1374,TrumpCoin,TRUMP,"$3,851,307",$0.5831,6.604.387 TRUMP,$32.768,"-3,20%","-8,86%","268,00%"
1375,Benchmark Protocol,MARK,"$3,839,841",$1.44,2.662.156 MARK *,$16.593,"0,37%","-2,10%","3,43%"
1376,SmartMesh,SMT,"$3,837,401",$0.002863,1.340.519.343 SMT *,$222.292,"-1,17%","0,89%","-2,81%"
1377,HempCoin,THC,"$3,833,723",$0.01453,263.786.480 THC,$7211,"-0,06%","39,51%","34,01%"
1378,Add.xyz,ADD,"$3,831,015",$0.6268,6.111.581 ADD *,$118.522,"0,51%","5,05%","106,46%"
1379,pEOS,PEOS,"$3,801,522",$0.004589,828.353.669 PEOS *,$16,"0,53%","3,13%","-8,39%"
1380,SunContract,SNC,"$3,792,181",$0.0309,122.707.503 SNC *,$337.218,"-0,29%","-4,92%","-1,88%"
1381,WePower,WPR,"$3,768,968",$0.005472,688.788.616 WPR *,$4495,"-2,38%","-4,65%","-8,81%"
1382,Kangal,KANGAL,"$3,761,544",$0.00003762,100.000.000.000 KANGAL *,$225.423,"-8,35%","-23,40%","94,09%"
1383,Unitrade,TRADE,"$3,756,971",$0.132,28.456.631 TRADE *,$360.537,"0,38%","0,88%","6,14%"
1384,Internxt,INXT,"$3,751,373",$5.96,629.610 INXT *,$353.445,"-22,68%","206,27%","241,76%"
1385,FYDcoin,FYD,"$3,744,739",$0.006657,562.548.247 FYD,$48.045,"-0,08%","-1,44%","0,66%"
1386,Phantasma Energy,KCAL,"$3,743,077",$0.05869,63.776.945 KCAL *,$85.669,"0,58%","21,82%","25,15%"
1387,SYNC Network,SYNC,"$3,719,580",$0.03071,121.128.656 SYNC *,$12.081,"0,66%","-3,63%","12,14%"
1388,VINchain,VIN,"$3,677,654",$0.006232,590.108.901 VIN *,$377.271,"11,89%","1,28%","5,25%"
1389,BlackCoin,BLK,"$3,665,863",$0.06011,60.988.629 BLK *,$1.454.648,"-0,08%","4,07%","-2,20%"
1390,yAxis,YAXIS,"$3,653,171",$3.92,931.896 YAXIS *,$114.941,"0,78%","-3,06%","-15,27%"
1391,Bridge Oracle,BRG,"$3,640,960",$0.000455,8.002.167.205 BRG *,$2350,"6,96%","-22,94%","-30,20%"
1392,YFDAI.FINANCE,YF-DAI,"$3,632,521",$911.32,3986 YF-DAI *,$1.056.926,"-2,96%","-4,63%","1,40%"
1393,AXPR,AXPR,"$3,627,749",$0.01297,279.674.001 AXPR *,$144.602,"-3,30%","-7,22%","0,51%"
1394,Spores Network,SPO,"$3,620,079",$0.01448,250.000.000 SPO *,$181.441,"0,58%","-8,99%","-26,32%"
1395,Pundi X NEM,NPXSXEM,"$3,614,789",$0.0001964,18.401.197.238 NPXSXEM *,$5382,"5,49%","10,62%","-11,72%"
1396,Digix Gold Token,DGX,"$3,603,462",$48.28,74.635 DGX *,$1.509.978,"-0,06%","-0,96%","-1,12%"
1397,FedoraCoin,TIPS,"$3,595,496",$0.00001694,212.269.865.434 TIPS,$145.439,"-0,33%","-7,01%","17,79%"
1398,ILCOIN,ILC,"$3,577,338",$0.00443,807.521.237 ILC,$30.364,"-3,87%","14,13%","13,04%"
1399,Endor Protocol,EDR,"$3,566,412",$0.002428,1.468.902.335 EDR *,$59.892,"-0,08%","-1,18%","0,76%"
1400,MurAll,PAINT,"$3,551,299",$0.0003942,9.008.514.216 PAINT *,$152.369,"-2,77%","-8,28%","9,80%"
